prodcodeid,dmdid,productname,formulation,routeofadministration,drugsubstancename,substancestrength,termfromemis,weak_opiate,strong_opiate,opiates_all,opiate_all
4523341000033110,11592711000001100,Tramquel SR 200mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,200.000mg,tramquel sr 200mg capsules (mylan),NA,1,1,1
466141000033119,,,,,,,diamorphine hydrochloride tablets 10 mg,NA,1,1,1
466241000033114,322522000,Diamorphine 10mg tablets,Tablet,Oral,Diamorphine hydrochloride,10.000mg,diamorphine 10mg tablets,NA,1,1,1
4824241000033110,19624811000001100,Marol 100mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,100.000mg,marol 100mg modified-release tablets (teva uk ltd),NA,1,1,1
4824341000033110,19624611000001100,Marol 150mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,150.000mg,marol 150mg modified-release tablets (teva uk ltd),NA,1,1,1
4824441000033110,19624411000001100,Marol 200mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,200.000mg,marol 200mg modified-release tablets (teva uk ltd),NA,1,1,1
4893141000033110,14951911000001100,Fentanyl 100microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,100.000microgram,fentanyl 100microgram sublingual tablets sugar free,NA,1,1,1
4893241000033110,14952011000001100,Fentanyl 200microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,200.000microgram,fentanyl 200microgram sublingual tablets sugar free,NA,1,1,1
4893341000033110,14952111000001100,Fentanyl 300microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,300.000microgram,fentanyl 300microgram sublingual tablets sugar free,NA,1,1,1
4893441000033110,14952211000001100,Fentanyl 400microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,400.000microgram,fentanyl 400microgram sublingual tablets sugar free,NA,1,1,1
4893541000033110,14952311000001100,Fentanyl 600microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,600.000microgram,fentanyl 600microgram sublingual tablets sugar free,NA,1,1,1
4893641000033110,14952411000001100,Fentanyl 800microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,800.000microgram,fentanyl 800microgram sublingual tablets sugar free,NA,1,1,1
4893741000033110,14948311000001100,Abstral 100microgram sublingual tablets,Sublingual tablet,Sublingual,Fentanyl citrate,100.000microgram,abstral 100microgram sublingual tablets (kyowa kirin ltd),NA,1,1,1
4893841000033110,14950411000001100,Abstral 200microgram sublingual tablets,Sublingual tablet,Sublingual,Fentanyl citrate,200.000microgram,abstral 200microgram sublingual tablets (kyowa kirin ltd),NA,1,1,1
4893941000033110,14949911000001100,Abstral 300microgram sublingual tablets,Sublingual tablet,Sublingual,Fentanyl citrate,300.000microgram,abstral 300microgram sublingual tablets (kyowa kirin ltd),NA,1,1,1
4894041000033110,14949411000001100,Abstral 400microgram sublingual tablets,Sublingual tablet,Sublingual,Fentanyl citrate,400.000microgram,abstral 400microgram sublingual tablets (kyowa kirin ltd),NA,1,1,1
4894141000033110,14949011000001100,Abstral 600microgram sublingual tablets,Sublingual tablet,Sublingual,Fentanyl citrate,600.000microgram,abstral 600microgram sublingual tablets (kyowa kirin ltd),NA,1,1,1
4894241000033110,14948711000001100,Abstral 800microgram sublingual tablets,Sublingual tablet,Sublingual,Fentanyl citrate,800.000microgram,abstral 800microgram sublingual tablets (kyowa kirin ltd),NA,1,1,1
4898141000033110,14985811000001100,Oxycodone 10mg / Naloxone 5mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,5.000mg + 10.000mg,oxycodone 10mg / naloxone 5mg modified-release tablets,NA,1,1,1
4898241000033110,14985911000001100,Oxycodone 20mg / Naloxone 10mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,10.000mg + 20.000mg,oxycodone 20mg / naloxone 10mg modified-release tablets,NA,1,1,1
4898341000033110,14976011000001100,Targinact 20mg/10mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,10.000mg + 20.000mg,targinact 20mg/10mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
4898441000033110,14975711000001100,Targinact 10mg/5mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,5.000mg + 10.000mg,targinact 10mg/5mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
4899141000033110,14977411000001100,Maxitram SR 50mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,50.000mg,maxitram sr 50mg capsules (chiesi ltd),NA,1,1,1
4899241000033110,14977211000001100,Maxitram SR 100mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,100.000mg,maxitram sr 100mg capsules (chiesi ltd),NA,1,1,1
4899341000033110,14977011000001100,Maxitram SR 150mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,150.000mg,maxitram sr 150mg capsules (chiesi ltd),NA,1,1,1
4899441000033110,14976811000001100,Maxitram SR 200mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,200.000mg,maxitram sr 200mg capsules (chiesi ltd),NA,1,1,1
490241000033114,2838111000001100,Durogesic 100micrograms transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,durogesic 100micrograms transdermal patches (janssen-cilag ltd),NA,1,1,1
490341000033116,2837011000001100,Durogesic 25micrograms transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,durogesic 25micrograms transdermal patches (janssen-cilag ltd),NA,1,1,1
490441000033110,2836411000001100,Durogesic 50micrograms transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,durogesic 50micrograms transdermal patches (janssen-cilag ltd),NA,1,1,1
490541000033111,2836711000001100,Durogesic 75micrograms transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,durogesic 75micrograms transdermal patches (janssen-cilag ltd),NA,1,1,1
4906441000033110,14973311000001100,Fentanyl 100microgram buccal tablets sugar free,Buccal tablet,Buccal,Fentanyl citrate,100.000microgram,fentanyl 100microgram buccal tablets sugar free,NA,1,1,1
4906541000033110,14973411000001100,Fentanyl 200microgram buccal tablets sugar free,Buccal tablet,Buccal,Fentanyl citrate,200.000microgram,fentanyl 200microgram buccal tablets sugar free,NA,1,1,1
4906641000033110,14973511000001100,Fentanyl 400microgram buccal tablets sugar free,Buccal tablet,Buccal,Fentanyl citrate,400.000microgram,fentanyl 400microgram buccal tablets sugar free,NA,1,1,1
4906741000033110,14973611000001100,Fentanyl 600microgram buccal tablets sugar free,Buccal tablet,Buccal,Fentanyl citrate,600.000microgram,fentanyl 600microgram buccal tablets sugar free,NA,1,1,1
4906841000033110,14973711000001100,Fentanyl 800microgram buccal tablets sugar free,Buccal tablet,Buccal,Fentanyl citrate,800.000microgram,fentanyl 800microgram buccal tablets sugar free,NA,1,1,1
4907141000033110,14971111000001100,Effentora 100microgram buccal tablets,Buccal tablet,Buccal,Fentanyl citrate,100.000microgram,effentora 100microgram buccal tablets (teva uk ltd),NA,1,1,1
4907241000033110,14971411000001100,Effentora 200microgram buccal tablets,Buccal tablet,Buccal,Fentanyl citrate,200.000microgram,effentora 200microgram buccal tablets (teva uk ltd),NA,1,1,1
4907341000033110,14971711000001100,Effentora 400microgram buccal tablets,Buccal tablet,Buccal,Fentanyl citrate,400.000microgram,effentora 400microgram buccal tablets (teva uk ltd),NA,1,1,1
4907441000033110,14972811000001100,Effentora 600microgram buccal tablets,Buccal tablet,Buccal,Fentanyl citrate,600.000microgram,effentora 600microgram buccal tablets (teva uk ltd),NA,1,1,1
4907541000033110,14972311000001100,Effentora 800microgram buccal tablets,Buccal tablet,Buccal,Fentanyl citrate,800.000microgram,effentora 800microgram buccal tablets (teva uk ltd),NA,1,1,1
5007241000033110,15363611000001100,Victanyl 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,victanyl 75micrograms/hour transdermal patches (accord healthcare ltd),NA,1,1,1
5007341000033110,15363811000001100,Victanyl 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,victanyl 100micrograms/hour transdermal patches (accord healthcare ltd),NA,1,1,1
5007441000033110,15363211000001100,Victanyl 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,victanyl 25micrograms/hour transdermal patches (accord healthcare ltd),NA,1,1,1
5007541000033110,15363411000001100,Victanyl 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,victanyl 50micrograms/hour transdermal patches (accord healthcare ltd),NA,1,1,1
5234241000033110,15852911000001100,Oxycodone 5mg / Naloxone 2.5mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,2.500mg + 5.000mg,oxycodone 5mg / naloxone 2.5mg modified-release tablets,NA,1,1,1
5234341000033110,15852811000001100,Oxycodone 40mg / Naloxone 20mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,20.000mg + 40.000mg,oxycodone 40mg / naloxone 20mg modified-release tablets,NA,1,1,1
5234441000033110,15850911000001100,Targinact 5mg/2.5mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,2.500mg + 5.000mg,targinact 5mg/2.5mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
5234541000033110,15851311000001100,Targinact 40mg/20mg modified-release tablets,Modified-release tablet,Oral,Naloxone hydrochloride/ Oxycodone hydrochloride,20.000mg + 40.000mg,targinact 40mg/20mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
5595941000033110,17430011000001100,Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free, Effervescent tablet,Oral,Paracetamol/ Tramadol hydrochloride,325.000mg + 37.500mg,tramadol 37.5mg / paracetamol 325mg effervescent tablets sugar free,NA,1,1,1
5596041000033110,17418411000001100,Tramacet 37.5mg/325mg effervescent tablets, Effervescent tablet,Oral,Paracetamol/ Tramadol hydrochloride,325.000mg + 37.500mg,tramacet 37.5mg/325mg effervescent tablets (grunenthal ltd),NA,1,1,1
574941000033113,36119911000001100,Fentanyl 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,fentanyl 100micrograms/hour transdermal patches,NA,1,1,1
575041000033113,36120011000001100,Fentanyl 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,fentanyl 25micrograms/hour transdermal patches,NA,1,1,1
575141000033112,36120211000001100,Fentanyl 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,fentanyl 50micrograms/hour transdermal patches,NA,1,1,1
575241000033117,36120311000001100,Fentanyl 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,fentanyl 75micrograms/hour transdermal patches,NA,1,1,1
5966741000033110,11719811000001100,Diamorphine 25mg/5ml oral solution,Oral solution,Oral,Diamorphine hydrochloride,5.000mg/1.000ml,diamorphine 25mg/5ml oral solution,NA,1,1,1
5992141000033110,17674111000001100,Fentanyl 400micrograms/dose nasal spray,Spray,Nasal,Fentanyl citrate,400.000microgram/1.000dose,fentanyl 400micrograms/dose nasal spray,NA,1,1,1
5992341000033110,17668511000001100,PecFent 400micrograms/dose nasal spray,Spray,Nasal,Fentanyl citrate,400.000microgram/1.000dose,pecfent 400micrograms/dose nasal spray (kyowa kirin ltd),NA,1,1,1
5992441000033110,17668011000001100,PecFent 100micrograms/dose nasal spray,Spray,Nasal,Fentanyl citrate,100.000microgram/1.000dose,pecfent 100micrograms/dose nasal spray (kyowa kirin ltd),NA,1,1,1
6125041000033110,36130211000001100,Oxycodone 15mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,15.000mg,oxycodone 15mg modified-release tablets,NA,1,1,1
6125141000033110,36130711000001100,Oxycodone 30mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,30.000mg,oxycodone 30mg modified-release tablets,NA,1,1,1
6125241000033110,36131311000001100,Oxycodone 60mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,60.000mg,oxycodone 60mg modified-release tablets,NA,1,1,1
6125341000033110,18645511000001100,Oxycodone 120mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,120.000mg,oxycodone 120mg modified-release tablets,NA,1,1,1
6125441000033110,18645111000001100,OxyContin 15mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,15.000mg,oxycontin 15mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
6125541000033110,18644611000001100,OxyContin 30mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,30.000mg,oxycontin 30mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
6125641000033110,18643311000001100,OxyContin 60mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,60.000mg,oxycontin 60mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
6125741000033110,18641711000001100,OxyContin 120mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,120.000mg,oxycontin 120mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
6132041000033110,442472008,Tapentadol 50mg tablets,Tablet,Oral,Tapentadol hydrochloride,50.000mg,tapentadol 50mg tablets,NA,1,1,1
6132141000033110,442341005,Tapentadol 75mg tablets,Tablet,Oral,Tapentadol hydrochloride,75.000mg,tapentadol 75mg tablets,NA,1,1,1
6132241000033110,18662511000001100,Palexia 50mg tablets,Tablet,Oral,Tapentadol hydrochloride,50.000mg,palexia 50mg tablets (grunenthal ltd),NA,1,1,1
6132341000033110,18662911000001100,Palexia 75mg tablets,Tablet,Oral,Tapentadol hydrochloride,75.000mg,palexia 75mg tablets (grunenthal ltd),NA,1,1,1
6133141000033110,18672211000001100,Tapentadol 50mg modified-release tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,50.000mg,tapentadol 50mg modified-release tablets,NA,1,1,1
6133241000033110,18671811000001100,Tapentadol 100mg modified-release tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,100.000mg,tapentadol 100mg modified-release tablets,NA,1,1,1
6133341000033110,18671911000001100,Tapentadol 150mg modified-release tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,150.000mg,tapentadol 150mg modified-release tablets,NA,1,1,1
6133441000033110,18672011000001100,Tapentadol 200mg modified-release tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,200.000mg,tapentadol 200mg modified-release tablets,NA,1,1,1
6133541000033110,18672111000001100,Tapentadol 250mg modified-release tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,250.000mg,tapentadol 250mg modified-release tablets,NA,1,1,1
6133841000033110,18663511000001100,Palexia SR 50mg tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,50.000mg,palexia sr 50mg tablets (grunenthal ltd),NA,1,1,1
6133941000033110,18664111000001100,Palexia SR 100mg tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,100.000mg,palexia sr 100mg tablets (grunenthal ltd),NA,1,1,1
6134041000033110,18664411000001100,Palexia SR 150mg tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,150.000mg,palexia sr 150mg tablets (grunenthal ltd),NA,1,1,1
6134141000033110,18664711000001100,Palexia SR 200mg tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,200.000mg,palexia sr 200mg tablets (grunenthal ltd),NA,1,1,1
6134241000033110,18665211000001100,Palexia SR 250mg tablets,Modified-release tablet,Oral,Tapentadol hydrochloride,250.000mg,palexia sr 250mg tablets (grunenthal ltd),NA,1,1,1
6389141000033110,19200411000001100,Tramadol 100mg/ml oral drops,Oral drops,Oral,Tramadol hydrochloride,100.000mg/1.000ml,tramadol 100mg/ml oral drops,NA,1,1,1
6440741000033110,19486711000001100,Fencino 12micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,12.000microgram/1.000hour,fencino 12micrograms/hour transdermal patches (ethypharm uk ltd),NA,1,1,1
6440841000033110,19486911000001100,Fencino 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,fencino 25micrograms/hour transdermal patches (ethypharm uk ltd),NA,1,1,1
6440941000033110,19487111000001100,Fencino 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,fencino 50micrograms/hour transdermal patches (ethypharm uk ltd),NA,1,1,1
6441041000033110,19487311000001100,Fencino 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,fencino 75micrograms/hour transdermal patches (ethypharm uk ltd),NA,1,1,1
6441141000033110,19487511000001100,Fencino 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,fencino 100micrograms/hour transdermal patches (ethypharm uk ltd),NA,1,1,1
6527141000033110,19956811000001100,Prefibin 2mg sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,2.000mg,prefibin 2mg sublingual tablets (sandoz ltd),NA,1,1,1
6527241000033110,19957011000001100,Prefibin 8mg sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,8.000mg,prefibin 8mg sublingual tablets (sandoz ltd),NA,1,1,1
6527441000033110,19956611000001100,Prefibin 0.4mg sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,400.000microgram,prefibin 0.4mg sublingual tablets (sandoz ltd),NA,1,1,1
6527641000033110,19957211000001100,Tephine 200microgram sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,200.000microgram,tephine 200microgram sublingual tablets (sandoz ltd),NA,1,1,1
6527741000033110,19957411000001100,Tephine 400microgram sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,400.000microgram,tephine 400microgram sublingual tablets (sandoz ltd),NA,1,1,1
7859941000033110,12140711000001100,Morphine hydrochloride 10mg/5ml oral solution,Oral solution,Oral,Morphine hydrochloride,2.000mg/1.000ml,morphine hydrochloride 10mg/5ml oral solution,NA,1,1,1
7886241000033110,20937511000001100,Longtec 5mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,5.000mg,longtec 5mg modified-release tablets (qdem pharmaceuticals ltd),NA,1,1,1
7886341000033110,20937711000001100,Longtec 10mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,10.000mg,longtec 10mg modified-release tablets (qdem pharmaceuticals ltd),NA,1,1,1
7886441000033110,20937911000001100,Longtec 20mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,20.000mg,longtec 20mg modified-release tablets (qdem pharmaceuticals ltd),NA,1,1,1
7886541000033110,20938111000001100,Longtec 40mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,40.000mg,longtec 40mg modified-release tablets (qdem pharmaceuticals ltd),NA,1,1,1
7886641000033110,20938311000001100,Longtec 80mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,80.000mg,longtec 80mg modified-release tablets (qdem pharmaceuticals ltd),NA,1,1,1
795641000033110,14610811000001100,Kaolin and Morphine mixture,Oral suspension,Oral,Chloroform/ Kaolin light/ Morphine hydrochloride/ Sodium bicarbonate,5.000ml/1.000litre + 200.000gram/1.000litre + 91.600mg/1.000litre + 50.000gram/1.000litre,kaolin and morphine mixture,NA,1,1,1
8048041000033110,20968611000001100,Oxylan 5mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,5.000mg,oxylan 5mg modified-release tablets (healthcare pharma ltd),NA,1,1,1
8048141000033110,20968811000001100,Oxylan 10mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,10.000mg,oxylan 10mg modified-release tablets (healthcare pharma ltd),NA,1,1,1
8048241000033110,20969011000001100,Oxylan 20mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,20.000mg,oxylan 20mg modified-release tablets (healthcare pharma ltd),NA,1,1,1
8048341000033110,20969211000001100,Oxylan 40mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,40.000mg,oxylan 40mg modified-release tablets (healthcare pharma ltd),NA,1,1,1
8048441000033110,20969411000001100,Oxylan 80mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,80.000mg,oxylan 80mg modified-release tablets (healthcare pharma ltd),NA,1,1,1
8537341000033110,22686511000001100,Lynlor 5mg capsules,Capsule,Oral,Oxycodone hydrochloride,5.000mg,lynlor 5mg capsules (accord healthcare ltd),NA,1,1,1
8537441000033110,22686711000001100,Lynlor 10mg capsules,Capsule,Oral,Oxycodone hydrochloride,10.000mg,lynlor 10mg capsules (accord healthcare ltd),NA,1,1,1
8537541000033110,22686911000001100,Lynlor 20mg capsules,Capsule,Oral,Oxycodone hydrochloride,20.000mg,lynlor 20mg capsules (accord healthcare ltd),NA,1,1,1
8882741000033110,23446211000001100,Hapoctasin 35micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,35.000microgram/1.000hour,hapoctasin 35micrograms/hour transdermal patches (accord healthcare ltd),NA,1,1,1
8882841000033110,23446411000001100,Hapoctasin 52.5micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,52.500microgram/1.000hour,hapoctasin 52.5micrograms/hour transdermal patches (accord healthcare ltd),NA,1,1,1
8882941000033110,23446611000001100,Hapoctasin 70micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,70.000microgram/1.000hour,hapoctasin 70micrograms/hour transdermal patches (accord healthcare ltd),NA,1,1,1
8883641000033110,23560111000001100,Fentanyl 200microgram buccal films sugar free,Buccal film,Buccal,Fentanyl citrate,200.000microgram,fentanyl 200microgram buccal films sugar free,NA,1,1,1
8883741000033110,23560211000001100,Fentanyl 400microgram buccal films sugar free,Buccal film,Buccal,Fentanyl citrate,400.000microgram,fentanyl 400microgram buccal films sugar free,NA,1,1,1
8883841000033110,23560311000001100,Fentanyl 800microgram buccal films sugar free,Buccal film,Buccal,Fentanyl citrate,800.000microgram,fentanyl 800microgram buccal films sugar free,NA,1,1,1
8884341000033110,37975711000001100,Opiodur 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,opiodur 100micrograms/hour transdermal patches (zentiva),NA,1,1,1
8884441000033110,37972611000001100,Opiodur 12micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,12.000microgram/1.000hour,opiodur 12micrograms/hour transdermal patches (zentiva),NA,1,1,1
8884541000033110,37973911000001100,Opiodur 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,opiodur 25micrograms/hour transdermal patches (zentiva),NA,1,1,1
8884641000033110,37974911000001100,Opiodur 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,opiodur 50micrograms/hour transdermal patches (zentiva),NA,1,1,1
8884741000033110,37975411000001100,Opiodur 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,opiodur 75micrograms/hour transdermal patches (zentiva),NA,1,1,1
895341000033117,327281003,Medroxyprogesterone 100mg tablets,Tablet,Oral,Medroxyprogesterone acetate,100.000mg,medroxyprogesterone 100mg tablets,NA,1,1,1
895441000033111,327277003,Medroxyprogesterone 250mg tablets,Tablet,Oral,Medroxyprogesterone acetate,250.000mg,medroxyprogesterone 250mg tablets,NA,1,1,1
895541000033112,325609008,Medroxyprogesterone 5mg tablets,Tablet,Oral,Medroxyprogesterone acetate,5.000mg,medroxyprogesterone 5mg tablets,NA,1,1,1
895641000033113,327278008,Medroxyprogesterone 500mg tablets,Tablet,Oral,Medroxyprogesterone acetate,500.000mg,medroxyprogesterone 500mg tablets,NA,1,1,1
8962241000033110,23707711000001100,Fentanyl 37.5microgram/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,37.500microgram/1.000hour,fentanyl 37.5microgram/hour transdermal patches,NA,1,1,1
8962341000033110,23682311000001100,Mezolar Matrix 37.5microgram/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,37.500microgram/1.000hour,mezolar matrix 37.5microgram/hour transdermal patches (sandoz ltd),NA,1,1,1
898741000033110,325603009,Medroxyprogesterone 2.5mg tablets,Tablet,Oral,Medroxyprogesterone acetate,2.500mg,medroxyprogesterone 2.5mg tablets,NA,1,1,1
901241000033119,327282005,Medroxyprogesterone 200mg tablets,Tablet,Oral,Medroxyprogesterone acetate,200.000mg,medroxyprogesterone 200mg tablets,NA,1,1,1
901341000033112,327283000,Medroxyprogesterone 400mg tablets,Tablet,Oral,Medroxyprogesterone acetate,400.000mg,medroxyprogesterone 400mg tablets,NA,1,1,1
904741000033110,325601006,Medroxyprogesterone 10mg tablets,Tablet,Oral,Medroxyprogesterone acetate,10.000mg,medroxyprogesterone 10mg tablets,NA,1,1,1
9061541000033110,23657811000001100,Shortec 5mg capsules,Capsule,Oral,Oxycodone hydrochloride,5.000mg,shortec 5mg capsules (qdem pharmaceuticals ltd),NA,1,1,1
9061641000033110,23658011000001100,Shortec 10mg capsules,Capsule,Oral,Oxycodone hydrochloride,10.000mg,shortec 10mg capsules (qdem pharmaceuticals ltd),NA,1,1,1
9061741000033110,23658211000001100,Shortec 20mg capsules,Capsule,Oral,Oxycodone hydrochloride,20.000mg,shortec 20mg capsules (qdem pharmaceuticals ltd),NA,1,1,1
9160141000033110,24408811000001100,Tapentadol 20mg/ml oral solution sugar free,Oral solution,Oral,Tapentadol hydrochloride,20.000mg/1.000ml,tapentadol 20mg/ml oral solution sugar free,NA,1,1,1
9160241000033110,24120811000001100,Palexia 20mg/ml oral solution,Oral solution,Oral,Tapentadol hydrochloride,20.000mg/1.000ml,palexia 20mg/ml oral solution (grunenthal ltd),NA,1,1,1
9176841000033110,24467911000001100,Reltebon 80mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,80.000mg,reltebon 80mg modified-release tablets (accord healthcare ltd),NA,1,1,1
9177041000033110,24466911000001100,Reltebon 5mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,5.000mg,reltebon 5mg modified-release tablets (accord healthcare ltd),NA,1,1,1
9177141000033110,24467711000001100,Reltebon 40mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,40.000mg,reltebon 40mg modified-release tablets (accord healthcare ltd),NA,1,1,1
9177241000033110,24467411000001100,Reltebon 20mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,20.000mg,reltebon 20mg modified-release tablets (accord healthcare ltd),NA,1,1,1
9177341000033110,24467111000001100,Reltebon 10mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,10.000mg,reltebon 10mg modified-release tablets (accord healthcare ltd),NA,1,1,1
9178141000033110,24446611000001100,Fentanyl 133microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,133.000microgram,fentanyl 133microgram sublingual tablets sugar free,NA,1,1,1
9178241000033110,24446711000001100,Fentanyl 267microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,267.000microgram,fentanyl 267microgram sublingual tablets sugar free,NA,1,1,1
9178341000033110,24446811000001100,Fentanyl 533microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Fentanyl citrate,533.000microgram,fentanyl 533microgram sublingual tablets sugar free,NA,1,1,1
929741000033117,36126511000001100,Morphine 10mg modified-release tablets,Modified-release tablet,Oral,Morphine sulfate,10.000mg,morphine 10mg modified-release tablets,NA,1,1,1
